Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
5,2249,5.0,3,1,1,1,0,6.7,3,2,120.0,4.13,72.04
2,3223,5.0,5,1,1,2,0,6.15,3,2,129.0,4.13,89.51
4,668,6.0,1,2,1,1,0,3.82,2,1,92.0,2.37,42.53
3,459,0.0,1,0,0,2,0,4.88,1,2,88.0,4.18,89.94
1,362,1.0,1,1,2,2,2,6.84,3,2,129.0,2.87,90.09
1,768,3.923768001056943,3,1,0,1,0,6.35,2,2,112.0,2.89,72.15
5,1558,5.0,4,2,0,1,0,5.43,1,2,107.0,4.16,75.33
2,1866,14.0,2,1,0,2,0,5.12,1,2,120.0,4.14,89.28
1,543,2.0,2,3,0,2,0,6.36,3,2,91.0,4.8,86.06
2,2237,5.0,2,1,0,2,2,6.45,1,2,86.0,3.55,73.94
5,1433,4.0,3,2,0,1,2,7.48,3,2,80.0,4.18,80.17
1,745,3.0,3,1,0,2,4,5.35,0,2,102.0,2.6,71.65
5,1652,2.0,4,1,1,1,0,4.93,3,2,103.0,4.17,73.79
1,221,4.0,2,2,2,1,0,5.43,1,2,111.0,2.9,45.0
4,928,6.0,3,0,0,1,0,4.73,0,3,110.0,3.53,70.97
5,1653,2.0,1,0,0,0,0,3.92,3,1,43.0,4.94,93.81
1,930,2.0,1,0,0,1,2,9.27,2,0,192.0,2.08,69.35
5,1654,3.0,3,1,0,1,0,7.44,1,3,148.0,4.09,87.93
5,2062,5.0,4,1,1,1,4,6.84,1,2,117.0,2.57,65.7
5,2093,5.0,1,0,0,1,3,7.43,4,2,122.0,3.18,75.59
5,2273,4.0,3,0,0,2,0,8.25,3,0,179.0,4.61,87.95
1,360,3.0,3,1,0,1,0,5.18,1,2,84.0,4.19,90.26
4,686,4.0,1,0,0,1,0,6.85,3,2,125.0,4.75,87.07
4,501,4.0,3,1,0,1,2,6.12,1,2,124.0,3.5,73.47
5,1675,5.0,3,1,0,2,3,6.36,4,2,151.0,4.41,88.28
5,1803,5.0,1,1,0,1,0,5.15,1,2,110.0,4.16,85.94
0,1590,5.0,3,2,0,1,0,6.7,0,2,101.0,3.53,73.26
5,1748,3.0,3,0,1,1,0,5.74,0,2,83.0,2.93,92.65
1,143,3.0,2,0,0,1,0,6.92,3,2,164.0,4.7,79.01
1,926,3.923768001056943,1,1,0,1,3,7.86,3,2,144.0,4.41,86.6
2,8880,6.0,5,2,0,2,4,6.54,0,2,134.0,2.55,76.18
3,399,1.0,2,2,0,1,0,6.92,1,2,135.0,4.11,56.35
4,544,5.0,3,1,0,1,0,5.34,1,2,104.0,4.16,73.36
1,329,3.0,1,1,0,2,0,7.03,2,2,112.0,2.89,75.02
1,676,1.0,1,1,4,1,3,8.45,3,0,132.0,4.36,83.68
1,894,3.0,1,1,0,1,0,8.34,0,0,166.0,3.37,64.16
1,424,2.0,2,2,0,1,2,6.67,3,2,105.0,4.15,58.52
5,1452,5.0,3,3,1,1,0,4.74,1,2,111.0,3.53,61.93
1,115,2.0,2,1,0,2,3,6.02,0,2,168.0,3.14,84.81
5,1244,2.0,4,1,0,1,0,7.63,0,2,126.0,3.49,80.32
5,1383,2.0,3,1,1,2,0,5.1,1,2,87.0,3.56,76.14
4,21105,6.0,2,1,0,1,0,2.7,3,1,15.0,4.98,76.59
5,2076,5.0,3,2,1,1,0,5.41,1,2,90.0,3.55,59.57
1,430,3.0,2,1,1,1,0,6.19,3,2,108.0,4.15,85.6
1,182,3.0,1,1,0,1,3,6.6,0,2,170.0,3.13,61.6
5,2115,5.0,1,1,2,1,0,6.42,1,2,137.0,2.86,68.35
1,199,2.0,2,0,0,1,3,7.41,3,2,110.0,4.46,79.43
1,982,1.0,1,1,0,1,0,5.69,1,2,106.0,4.16,80.7
1,507,4.0,3,2,0,1,3,6.5,4,2,135.0,4.43,80.98
4,1232,4.0,3,1,1,2,4,4.42,1,2,99.0,2.6,83.63
3,305,1.0,1,1,0,2,3,2.97,3,1,40.0,4.63,86.17
2,2795,9.0,4,1,0,1,2,5.4,3,2,86.0,4.18,67.92
5,1276,4.0,4,2,0,1,0,6.71,2,2,119.0,2.88,38.48
3,310,1.0,1,1,0,1,3,6.2,0,2,159.0,3.15,58.2
1,295,4.0,3,1,1,1,3,5.81,1,2,102.0,3.22,79.0
1,501,2.0,1,1,0,1,0,7.6,3,2,130.0,4.74,73.04
5,1181,2.0,4,1,2,1,0,5.55,3,2,88.0,3.55,82.74
2,3764,8.0,6,1,4,2,0,7.4,3,2,164.0,4.7,93.58
5,2063,4.0,2,1,1,1,2,4.67,0,2,119.0,2.26,68.16
1,514,2.0,2,2,0,1,4,4.25,3,3,96.0,3.86,65.38
3,229,2.0,2,2,0,1,3,6.87,0,2,112.0,3.2,40.73
1,532,4.0,3,1,0,1,0,5.83,0,2,119.0,3.51,63.29
4,1163,6.0,3,0,1,1,2,7.46,1,2,1022.0,2.87,92.21
4,1128,6.0,1,0,1,2,3,1.79,0,1,0.0,2.81,86.27
1,626,1.0,2,1,0,1,2,6.68,3,2,154.0,4.09,71.15
1,285,4.0,3,0,0,2,0,6.69,3,2,124.0,4.76,87.52
5,1662,2.0,2,2,0,1,3,7.0,3,2,101.0,4.47,84.13
1,506,2.0,2,2,2,1,2,6.52,4,2,162.0,2.83,40.13
3,487,3.0,2,2,1,1,2,5.26,1,2,104.0,2.91,44.2
5,1799,2.0,3,1,0,2,0,6.33,3,2,137.0,4.74,88.47
1,180,1.0,2,1,0,1,2,7.82,0,2,93.0,2.9,53.43
5,2100,4.0,2,1,0,1,0,5.87,1,2,99.0,4.16,85.94
2,3619,14.0,2,0,1,1,2,7.14,3,2,158.0,3.46,80.72
4,612,5.0,2,1,0,1,0,8.34,0,0,155.0,3.39,67.48
5,1426,2.0,1,1,1,2,2,6.02,3,2,121.0,3.51,76.26
5,1200,3.0,4,2,0,2,2,5.3,0,1,111.0,2.96,69.31
1,271,1.0,3,2,0,1,3,5.79,1,2,107.0,3.84,53.31
1,389,2.0,1,0,0,1,3,6.58,0,2,111.0,3.2,77.3
3,374,2.0,1,0,0,2,0,6.18,3,2,84.0,4.81,87.85
5,1656,4.0,1,0,0,2,2,5.07,1,2,97.0,3.54,89.25
4,595,3.923768001056943,3,1,1,1,0,5.82,1,2,85.0,3.56,73.16
1,209,4.0,2,1,0,1,0,6.63,3,2,90.0,4.8,72.64
5,1755,4.0,1,3,0,1,0,4.49,1,2,105.0,4.17,79.69
3,454,0.0,2,1,1,2,2,7.32,1,2,166.0,2.82,72.74
2,1949,7.0,5,1,0,1,3,7.42,0,2,153.0,3.15,71.13
3,17102,0.0,2,1,3,2,4,7.2,3,2,151.0,1.89,83.21
3,467,0.0,2,1,0,1,3,4.82,1,2,80.0,3.88,81.74
1,485,1.0,1,2,0,1,0,5.12,1,2,110.0,4.16,59.34
1,558,2.0,1,2,0,1,0,6.04,3,2,118.0,4.77,70.5
1,863,1.0,1,1,0,1,3,5.37,1,2,93.0,3.86,79.22
2,3338,9.0,5,1,0,2,0,8.44,3,0,161.0,4.64,91.02
4,762,6.0,1,2,1,1,0,8.21,0,1,136.0,2.91,53.12
5,1121,5.0,2,1,4,1,3,6.08,0,2,96.0,2.6,65.71
5,1802,4.0,3,1,2,1,0,6.56,3,2,81.0,3.56,84.61
4,974,4.0,1,1,0,1,0,4.56,1,2,97.0,4.18,72.42
5,1887,3.0,2,0,1,1,0,7.53,3,2,166.0,4.07,80.26
1,295,4.0,2,0,1,2,0,5.35,3,2,112.0,4.15,89.64
4,556,6.0,1,2,4,1,0,3.4,3,1,0.0,4.99,92.27
4,1003,7.0,1,1,3,1,0,4.52,1,2,89.0,2.3,69.87
3,455,3.0,2,1,0,2,3,5.36,3,2,117.0,4.46,78.84
1,211,2.0,1,1,0,1,0,5.57,1,2,92.0,4.18,83.29
4,431,5.0,3,1,1,1,3,5.3,1,2,97.0,3.23,71.13
5,1734,4.0,2,0,3,1,0,5.98,1,2,87.0,2.3,88.4
1,516,3.0,1,0,1,1,4,5.11,3,2,101.0,3.23,79.93
1,535,3.0,3,2,0,2,0,5.02,3,2,104.0,4.79,72.36
1,293,3.0,1,0,0,2,0,7.42,1,2,120.0,4.13,91.22
5,2064,3.0,2,1,3,1,2,7.08,1,2,145.0,1.59,34.77
5,1256,2.0,1,0,0,1,3,4.99,1,2,103.0,3.85,72.52
1,488,3.0,3,2,0,1,3,5.56,1,2,107.0,3.84,68.83
4,1130,7.0,1,2,1,1,3,7.55,3,2,88.0,3.85,59.72
2,1824,10.0,3,1,0,1,0,6.09,3,2,84.0,4.81,76.79
1,634,2.0,3,1,0,2,0,7.87,1,2,115.0,4.13,76.67
1,116,3.0,2,0,1,2,0,4.85,3,2,87.0,4.19,90.9
3,293,0.0,2,2,0,1,4,5.25,1,2,88.0,3.24,34.68
1,408,4.0,3,2,4,2,3,4.9,1,2,101.0,3.23,67.06
1,566,4.0,1,1,0,1,0,5.69,3,2,107.0,4.78,73.44
5,1335,3.0,4,2,1,1,0,5.61,0,2,105.0,2.9,46.58
1,972,4.0,3,0,0,1,0,5.83,1,2,96.0,4.17,77.03
1,251,2.0,3,0,0,1,2,6.54,3,2,100.0,4.16,75.83
4,718,6.0,3,1,0,1,3,6.35,3,2,106.0,4.47,77.84
1,270,2.0,3,1,0,1,3,6.33,3,2,128.0,4.44,79.49
5,1366,5.0,1,0,1,1,0,4.86,1,2,97.0,3.55,73.23
1,855,3.0,3,2,0,1,3,5.23,1,2,90.0,3.87,61.69
1,479,3.0,3,0,1,1,0,3.69,0,1,70.0,3.02,80.62
5,2035,4.0,4,1,1,1,0,5.18,0,2,87.0,2.93,64.17
5,2229,3.0,3,2,0,1,0,7.02,3,2,163.0,4.7,80.38
1,425,2.0,3,0,1,1,3,5.53,0,2,83.0,2.62,84.52
3,437,0.0,2,1,0,1,3,7.57,3,2,121.0,4.44,73.36
5,1521,3.0,2,0,0,1,2,6.2,3,2,137.0,4.11,76.62
2,4063,8.0,2,3,1,1,0,5.37,1,2,118.0,3.52,74.05
1,287,4.0,3,2,1,2,0,6.94,0,2,134.0,2.86,62.62
5,1219,2.0,4,0,1,1,3,4.59,3,2,110.0,3.85,79.63
5,2164,4.0,3,1,2,1,0,5.82,0,2,109.0,2.27,73.89
3,458,3.0,1,1,0,2,0,7.48,3,2,94.0,4.79,90.2
1,560,3.0,1,1,1,1,3,6.75,2,2,84.0,1.98,38.13
5,1246,3.0,3,1,1,1,0,6.24,1,2,127.0,3.5,72.33
2,4146,5.0,5,1,0,1,2,7.94,1,2,158.0,3.45,89.06
1,660,3.0,3,1,1,1,4,5.7,1,2,85.0,2.61,62.78
5,1141,4.0,3,1,0,1,2,8.21,2,0,133.0,2.16,42.57
1,729,3.0,1,1,1,1,3,6.03,0,2,162.0,2.52,54.01
5,2269,5.0,1,1,1,1,0,6.88,3,2,164.0,4.08,69.99
1,770,2.0,1,2,0,1,3,4.18,3,2,112.0,4.47,63.33
1,246,1.0,2,1,0,1,0,7.05,3,2,115.0,4.76,88.51
1,621,1.0,1,1,0,1,2,5.29,1,2,119.0,3.52,68.71
5,1325,4.0,1,2,1,1,3,5.1,1,2,106.0,3.22,62.43
4,430,6.0,3,2,0,1,3,6.61,3,2,121.0,4.45,66.58
5,2273,4.0,2,1,0,1,0,7.14,0,2,123.0,3.5,82.64
1,864,2.0,2,2,0,1,0,6.67,0,2,154.0,3.46,43.23
1,802,4.0,3,1,0,2,0,5.54,1,2,82.0,4.19,79.0
5,1535,4.0,1,1,0,1,0,7.9,3,2,90.0,4.79,71.59
1,786,4.0,1,0,0,1,2,8.93,3,0,163.0,4.0,69.03
5,1637,3.0,1,0,1,1,0,6.71,1,2,132.0,3.49,75.69
1,747,1.0,3,2,1,1,0,7.36,1,2,166.0,3.44,64.75
2,2444,4.0,4,1,0,1,0,5.11,1,2,84.0,4.19,84.91
2,2131,7.0,5,1,0,1,4,5.75,3,2,104.0,3.85,83.71
3,311,3.0,1,1,0,1,0,6.82,3,2,105.0,4.78,71.06
5,1768,4.0,1,1,1,1,4,5.1,1,2,97.0,2.6,75.39
5,2285,5.0,1,1,0,1,3,7.76,3,2,93.0,4.47,73.73
5,1358,4.0,3,3,0,1,0,7.51,2,2,157.0,2.83,68.96
1,163,2.0,2,0,1,2,0,5.99,3,2,82.0,4.19,95.29
1,569,1.0,2,1,1,1,0,5.57,3,2,92.0,4.18,89.54
1,948,2.0,1,2,0,2,0,5.91,1,2,101.0,4.16,87.68
4,701,6.0,2,1,0,2,0,5.59,3,2,106.0,4.79,86.15
2,2798,15.0,3,1,0,2,3,7.06,3,2,121.0,4.44,88.06
1,703,1.0,1,0,0,1,0,7.57,2,2,145.0,2.84,79.49
1,192,3.0,1,1,1,1,2,6.35,1,2,113.0,2.89,58.14
4,812,7.0,3,2,0,2,3,7.69,3,2,110.0,4.45,71.55
5,2260,3.0,3,1,0,1,3,6.81,3,2,140.0,4.42,70.62
5,1274,2.0,3,1,4,1,2,6.92,2,2,85.0,2.29,33.74
1,908,1.0,2,1,0,2,0,6.08,3,2,142.0,4.74,84.95
5,1302,2.0,1,2,4,1,0,5.54,1,2,94.0,3.55,56.34
2,3218,7.0,5,2,3,2,0,7.04,3,2,167.0,2.82,88.18
1,270,4.0,2,2,0,1,0,7.52,4,2,157.0,4.08,69.49
5,1405,5.0,4,0,0,1,3,7.14,1,2,90.0,3.85,80.68
4,770,7.0,1,1,0,2,0,6.36,0,2,127.0,3.5,76.76
5,1747,5.0,2,2,1,1,2,5.74,1,2,109.0,2.9,38.67
1,156,3.0,1,0,4,1,0,7.16,3,2,138.0,4.74,82.06
1,536,4.0,3,2,2,1,2,3.38,3,1,49.0,3.05,54.36
2,3235,15.0,5,1,0,1,3,7.3,3,2,94.0,4.48,73.47
4,984,6.0,3,2,0,1,0,7.36,3,2,98.0,4.78,86.56
1,632,2.0,3,0,0,2,2,7.45,1,2,106.0,3.52,80.89
2,1941,3.923768001056943,3,1,0,2,0,7.07,1,2,163.0,4.08,83.01
1,842,3.0,3,1,4,1,0,5.39,1,2,97.0,3.54,78.02
5,1685,4.0,4,1,1,2,0,4.96,1,2,115.0,3.52,79.79
4,441,7.0,1,2,0,2,0,6.03,3,2,88.0,4.81,76.44
1,485,3.0,1,1,1,1,3,7.14,3,2,124.0,3.81,73.57
4,643,4.0,1,1,0,1,3,5.36,3,0,104.0,4.41,83.62
1,364,1.0,3,2,1,0,0,4.56,1,2,97.0,3.55,60.65
1,428,4.0,3,1,0,1,3,3.51,3,1,9.0,4.67,73.24
2,2434,12.0,2,0,3,1,0,7.9,3,2,132.0,2.86,76.87
2,2846,14.0,3,2,0,1,3,8.51,1,0,156.0,3.7,73.4
4,792,4.0,1,1,0,1,0,7.87,0,2,124.0,3.49,70.81
1,112,3.0,1,2,1,2,0,7.04,3,2,98.0,4.16,75.32
5,1470,3.0,2,0,0,1,2,7.89,3,2,138.0,4.1,78.98
1,322,2.0,1,1,0,1,2,7.44,1,0,81.0,3.49,74.49
1,214,3.0,2,2,1,1,2,6.15,3,2,110.0,3.52,40.56
4,1289,5.0,2,0,1,1,4,6.71,2,2,141.0,1.28,71.54
1,412,2.0,1,0,0,1,2,5.3,1,2,94.0,3.55,74.77
5,1727,5.0,1,1,1,1,4,4.29,1,2,80.0,2.63,66.55
1,165,1.0,1,1,0,2,2,7.0,2,2,82.0,2.3,70.51
1,281,1.0,3,1,1,1,0,6.36,3,2,93.0,4.17,90.24
1,474,2.0,2,1,1,1,3,7.09,3,2,141.0,3.79,83.82
5,2140,4.0,3,1,0,1,3,4.75,1,2,90.0,3.87,76.53
1,779,4.0,3,1,1,1,0,5.4,1,2,83.0,3.56,83.27
5,2062,3.0,2,1,1,2,0,5.04,1,2,87.0,3.56,74.64
4,433,5.0,1,2,0,1,0,5.86,1,3,88.0,4.18,62.7
2,2168,13.0,3,0,0,1,0,8.0,0,3,150.0,3.4,66.47
5,1875,3.0,1,2,0,2,0,6.13,3,2,98.0,4.79,74.29
5,1901,3.0,1,0,1,1,3,6.11,0,2,126.0,2.56,80.94
1,198,3.0,3,1,2,2,0,5.27,1,2,89.0,2.93,75.84
5,1833,2.0,4,2,0,1,0,8.32,1,3,165.0,4.0,75.15
4,495,6.0,2,0,0,1,0,7.79,1,2,88.0,4.17,76.27
0,406,2.0,2,1,3,1,2,7.12,3,2,106.0,2.27,59.55
2,3038,9.0,4,1,1,1,3,4.58,0,2,114.0,2.59,76.67
5,1516,5.0,4,0,0,0,2,7.12,3,2,142.0,4.1,81.53
5,1308,5.0,2,0,1,1,0,6.5,3,2,128.0,4.12,83.62
1,739,4.0,1,2,0,1,0,7.02,3,2,121.0,4.76,74.65
4,415,6.0,2,1,0,1,3,5.9,1,2,87.0,3.87,73.56
3,424,1.0,2,0,0,1,4,7.35,3,1,101.0,3.9,76.17
4,429,7.0,2,1,0,1,2,5.75,3,2,92.0,4.17,78.42
1,859,2.0,1,1,0,1,3,8.03,1,0,139.0,3.72,70.25
2,3419,10.0,5,1,0,1,0,4.18,1,2,103.0,4.17,73.5
5,1484,3.0,1,0,0,2,2,6.02,0,2,146.0,2.85,77.38
1,350,4.0,3,0,0,1,0,2.15,3,1,74.0,4.91,90.82
5,2118,3.923768001056943,4,2,0,1,2,9.24,0,0,139.0,2.78,37.41
5,17282,2.0,1,0,0,1,4,5.47,3,0,115.0,3.77,68.42
5,1362,3.0,3,2,0,1,0,6.72,0,2,82.0,3.55,65.35
5,1877,3.923768001056943,3,0,0,1,0,8.04,3,0,176.0,4.62,82.5
2,4109,11.0,3,0,0,1,3,3.7,3,1,51.0,4.62,97.54
4,1212,6.0,1,1,0,1,3,6.17,2,2,108.0,2.58,57.86
1,759,3.0,1,2,1,1,3,4.67,1,2,110.0,3.22,38.43
1,919,3.0,3,0,0,1,3,5.34,3,2,107.0,4.47,80.35
5,1635,3.0,1,2,0,1,4,7.31,3,2,112.0,3.83,58.96
5,1998,5.0,2,2,0,1,3,7.19,3,2,167.0,4.38,78.97
5,1472,3.923768001056943,4,3,2,1,3,5.81,1,0,114.0,2.51,24.8
5,1106,2.0,3,1,1,1,0,7.97,3,2,138.0,4.1,89.04
4,477,4.0,3,1,0,2,3,6.13,3,2,84.0,4.5,87.13
5,1879,3.0,2,2,0,1,2,6.86,0,2,126.0,2.87,39.61
5,2008,3.0,4,0,0,0,3,2.77,3,1,90.0,4.57,89.38
5,2198,2.0,2,0,0,2,0,7.47,3,2,154.0,4.71,92.48
1,381,3.0,1,1,4,1,0,6.61,1,2,119.0,4.13,86.9
5,1267,2.0,3,1,4,2,0,5.82,0,2,91.0,3.55,76.6
4,809,5.0,2,1,1,1,3,6.66,1,0,139.0,3.11,76.88
1,616,2.0,1,1,2,1,0,5.69,1,2,97.0,2.91,74.06
4,1283,7.0,2,1,1,1,4,5.61,3,2,105.0,3.22,84.78
1,305,1.0,1,0,0,2,3,4.57,0,2,91.0,3.24,75.75
1,112,2.0,3,2,4,1,0,5.85,0,2,80.0,3.56,35.82
2,2094,5.0,3,1,0,1,2,2.83,3,1,34.0,4.33,77.97
5,1185,5.0,3,0,0,1,0,7.26,3,0,143.0,4.67,80.79
5,1263,2.0,4,0,1,2,0,8.3,3,0,170.0,4.0,87.69
2,2654,15.0,6,1,1,1,2,8.06,0,0,194.0,2.09,54.06
4,945,5.0,2,1,0,1,3,5.43,1,2,85.0,3.87,84.43
3,308,0.0,1,2,0,1,0,6.06,3,2,80.0,4.81,70.88
3,307,3.0,1,2,0,1,3,4.36,3,2,91.0,4.5,75.2
2,3529,15.0,3,0,4,2,4,5.19,1,2,96.0,3.23,86.69
1,544,4.0,2,0,1,2,3,5.96,0,2,109.0,2.58,79.03
5,2071,3.0,4,1,0,1,3,7.2,0,2,124.0,3.18,82.81
5,1143,2.0,4,1,0,2,0,6.01,4,2,163.0,4.08,80.59
1,838,2.0,1,1,0,1,2,5.69,3,2,117.0,4.14,76.9
5,1402,5.0,2,2,0,1,0,7.9,3,2,169.0,4.69,71.6
5,2072,5.0,3,2,0,1,3,5.38,3,2,119.0,4.46,82.24
5,1335,5.0,4,2,0,1,0,6.5,1,2,140.0,4.11,68.72
1,809,4.0,1,2,0,1,1,4.84,1,2,81.0,4.19,64.51
2,3538,10.0,6,1,0,2,0,7.78,3,2,122.0,4.75,92.2
5,1796,2.0,4,1,4,1,2,6.68,1,2,158.0,3.46,76.84
5,1630,3.923768001056943,3,2,0,1,4,6.88,3,2,115.0,3.82,67.45
1,446,3.0,1,2,0,1,2,7.2,3,2,140.0,4.1,61.7
5,1480,3.923768001056943,2,2,1,0,3,4.52,1,2,106.0,3.22,58.21
3,276,2.0,1,1,0,2,2,5.94,1,2,80.0,3.56,84.33
5,1307,2.0,3,0,0,1,2,7.28,1,2,144.0,3.47,71.7
5,2231,3.0,2,1,2,1,0,6.78,3,0,143.0,3.41,77.56
1,335,4.0,3,2,0,1,3,7.27,0,2,162.0,3.14,42.16
1,626,3.0,1,0,1,1,0,6.13,3,2,92.0,4.17,77.98
4,695,4.0,3,1,0,1,0,5.99,1,3,101.0,4.16,87.53
5,2221,5.0,3,1,1,1,2,6.52,3,2,137.0,3.49,74.64
5,1891,3.0,2,1,0,1,2,5.35,0,2,91.0,2.92,77.71
2,3965,7.0,6,1,1,1,0,6.59,3,2,153.0,4.09,73.16
5,1979,3.0,2,1,3,2,0,9.06,3,0,178.0,2.73,81.11
2,15251,4.0,2,0,0,1,0,7.04,3,2,94.0,4.79,89.8
1,164,2.0,3,1,1,2,3,7.35,3,2,105.0,3.83,73.59
1,432,4.0,2,2,0,2,0,5.79,0,2,88.0,3.55,76.7
1,412,3.0,3,2,1,1,4,7.54,3,2,110.0,3.2,45.85
3,211,1.0,1,0,2,1,3,6.9,3,2,169.0,3.13,76.89
3,213,3.0,1,3,0,1,3,3.68,1,1,54.0,3.98,78.4
1,219,4.0,2,1,0,2,0,7.39,1,2,136.0,4.11,78.76
1,439,2.0,3,1,0,1,0,4.41,1,2,87.0,4.19,78.7
1,702,2.0,2,0,0,1,2,6.71,4,2,120.0,4.13,76.89
4,711,5.0,2,0,1,1,0,5.89,1,2,118.0,3.51,70.92
5,2088,2.0,1,1,0,2,4,6.9,3,3,150.0,3.78,74.39
5,1174,3.0,4,0,0,1,0,7.8,1,2,159.0,4.08,78.15
5,1232,3.923768001056943,4,1,0,1,0,5.05,1,2,101.0,4.17,87.36
5,2230,3.0,3,2,0,1,3,8.65,3,0,130.0,4.36,77.41
1,908,3.0,3,1,0,1,2,6.66,3,2,151.0,4.09,82.15
5,1801,2.0,1,0,0,1,3,6.79,3,2,119.0,4.45,83.6
1,218,3.0,1,1,0,1,0,9.1,0,0,144.0,3.4,55.37
1,171,3.923768001056943,1,2,0,1,0,5.96,3,2,98.0,4.79,80.33
5,1803,3.0,3,1,0,2,0,6.87,2,2,123.0,2.87,85.66
1,566,1.0,2,3,0,2,3,7.81,0,2,90.0,3.22,79.98
1,846,4.0,2,0,1,1,0,8.56,3,0,147.0,4.02,76.69
5,1570,4.0,4,2,2,1,4,6.07,3,2,158.0,2.52,36.18
5,1431,4.0,4,1,0,2,0,4.63,1,2,101.0,4.17,82.48
1,392,3.0,1,2,1,1,0,5.29,4,2,93.0,3.55,54.85
5,1958,2.0,1,3,0,1,3,6.41,3,2,117.0,4.45,69.31
1,565,1.0,1,1,0,1,0,7.71,0,2,157.0,3.45,65.16
1,579,4.0,3,1,2,1,0,7.02,3,2,142.0,3.48,85.23
1,592,4.0,3,1,0,2,0,7.67,1,2,162.0,4.07,81.91
1,580,2.0,3,2,0,1,0,6.2,1,2,156.0,4.09,58.42
1,393,4.0,1,2,1,2,0,6.04,3,1,141.0,4.17,70.94
3,328,0.0,2,1,1,1,0,7.1,1,2,124.0,3.5,72.88
5,2201,2.0,4,1,1,1,2,5.97,1,2,82.0,2.93,68.42
4,1164,4.0,1,2,0,1,3,5.38,3,2,117.0,4.46,80.69
5,1711,5.0,2,1,0,1,0,6.31,3,2,129.0,4.75,72.66
1,687,2.0,2,2,1,1,0,6.42,3,2,85.0,4.18,66.51
1,508,2.0,3,2,0,1,0,7.81,1,2,158.0,4.08,76.31
5,2276,4.0,4,0,1,1,3,7.71,1,3,168.0,3.13,68.93
1,533,2.0,3,0,0,2,0,5.49,0,2,96.0,3.54,82.4
5,1178,4.0,3,2,0,1,2,7.07,3,2,138.0,4.11,71.43
1,431,4.0,3,1,0,1,0,6.57,3,2,109.0,4.78,71.71
3,402,3.0,1,1,1,2,2,5.55,0,2,95.0,2.29,75.25
1,795,2.0,2,1,0,1,0,6.88,0,2,111.0,3.52,69.13
1,530,3.0,1,1,0,1,3,6.81,1,2,81.0,3.87,74.6
5,1378,4.0,1,2,0,1,2,7.33,0,0,150.0,2.77,26.72
1,243,1.0,2,2,0,1,3,6.06,3,2,123.0,4.45,60.25
1,838,1.0,1,1,0,1,0,5.64,1,2,119.0,4.14,75.12
1,283,2.0,3,1,3,1,0,6.74,0,2,128.0,1.61,31.27
1,696,1.0,3,0,0,2,0,6.83,2,2,153.0,2.84,73.87
1,179,4.0,1,1,0,1,3,3.59,0,1,0.0,3.42,71.61
5,1557,4.0,3,1,0,1,0,6.61,3,2,82.0,4.81,77.03
5,1362,4.0,2,1,0,2,2,5.3,1,2,97.0,3.54,77.97
5,1949,5.0,1,1,0,1,0,7.68,3,2,127.0,4.75,73.98
0,546,4.0,2,2,0,1,2,7.15,3,2,132.0,4.12,69.08
2,2155,12.0,2,2,2,1,0,8.38,3,0,184.0,3.35,71.27
2,3598,7.0,5,0,0,1,0,3.17,3,1,28.0,4.96,87.07
4,704,7.0,2,2,0,2,0,5.49,1,2,111.0,4.15,87.95
1,929,3.0,3,1,0,1,0,5.62,3,2,118.0,4.77,74.04
5,1845,3.0,1,2,0,1,0,3.83,1,1,53.0,4.3,82.02
3,237,0.0,1,1,0,1,2,4.48,1,2,113.0,3.53,74.54
1,680,1.0,2,2,3,1,0,6.46,3,2,114.0,2.89,42.24
2,2899,15.0,5,2,3,1,0,6.73,3,2,95.0,2.91,66.79
0,604,1.0,3,1,1,1,1,8.08,1,0,149.0,3.4,73.67
5,1726,3.0,4,1,0,1,0,4.85,1,2,118.0,4.15,94.26
1,409,4.0,1,0,0,1,2,7.02,3,2,129.0,4.12,78.67
2,3112,12.0,5,1,1,1,0,7.14,3,2,114.0,4.14,75.8
2,2016,7.0,2,1,0,1,3,7.15,3,3,110.0,4.46,71.58
1,519,2.0,3,2,1,2,0,6.4,3,2,119.0,4.14,93.45
1,611,4.0,3,0,1,2,2,4.25,1,2,87.0,2.93,82.73
2,2464,3.923768001056943,2,0,1,2,0,9.2,3,0,197.0,3.96,92.38
1,285,3.0,2,1,0,1,3,6.86,3,2,110.0,4.46,86.86
5,1585,3.0,4,1,0,1,3,7.35,0,2,155.0,3.14,73.72
1,16059,3.0,1,2,0,2,0,4.92,1,2,92.0,4.18,81.34
1,721,2.0,2,1,0,1,2,6.49,3,2,125.0,4.13,79.66
1,688,2.0,2,1,0,1,0,6.36,3,2,165.0,4.71,73.92
4,1266,4.0,1,0,0,1,3,5.05,0,2,92.0,3.24,79.16
1,261,2.0,3,2,0,2,0,6.87,3,3,146.0,4.73,73.48
5,1974,5.0,3,1,0,1,2,6.82,1,2,103.0,3.53,82.8
1,587,3.0,1,0,1,2,0,7.32,3,2,154.0,4.09,93.28
1,12047,3.0,3,2,0,1,3,5.12,1,2,107.0,3.85,61.85
3,255,2.0,2,1,0,2,2,6.77,3,2,121.0,4.13,77.47
1,888,3.0,2,2,0,1,0,4.6,3,0,109.0,4.72,71.8
